year,mon,day,event,begin,max,end,class,region,flare_class,flare_class_idx,matched_image,image_name
2015,5,9,7740,18:40,19:06,19:26,C1.1,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/09/20150509_191124_512_0171.jpg,20150509_191124_512_0171.jpg
2015,5,10,7780,3:21,3:29,3:32,C1.1,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/10/20150510_032700_512_0171.jpg,20150510_032700_512_0171.jpg
2015,5,10,7800,8:00,8:29,9:00,C1.9,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/10/20150510_082648_512_0171.jpg,20150510_082648_512_0171.jpg
2015,5,10,7850,12:45,13:03,13:23,C2.2,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/10/20150510_125624_512_0171.jpg,20150510_125624_512_0171.jpg
2015,5,10,7890,17:04,17:11,17:19,C2.4,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/10/20150510_171112_512_0171.jpg,20150510_171112_512_0171.jpg
2015,5,10,7940,21:35,21:55,22:03,C2.4,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/10/20150510_215613_512_0171.jpg,20150510_215613_512_0171.jpg
2015,5,10,8000,23:37,23:43,23:51,C2.1,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/10/20150510_234200_512_0171.jpg,20150510_234200_512_0171.jpg
2015,5,11,8070,1:43,1:54,2:08,C1.2,2335,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/11/20150511_015648_512_0171.jpg,20150511_015648_512_0171.jpg
2015,5,11,8120,3:45,4:09,4:29,C2.5,,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/11/20150511_041200_512_0171.jpg,20150511_041200_512_0171.jpg
2015,5,11,8220,12:10,12:13,12:15,C1.2,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/11/20150511_121213_512_0171.jpg,20150511_121213_512_0171.jpg
2015,5,11,8230,13:02,13:08,13:14,C1.6,2335,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/11/20150511_131200_512_0171.jpg,20150511_131200_512_0171.jpg
2015,5,11,8290,18:33,18:42,18:51,C2.0,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/11/20150511_184236_512_0171.jpg,20150511_184236_512_0171.jpg
2015,5,12,8490,2:15,3:02,3:42,C2.6,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/12/20150512_025600_512_0171.jpg,20150512_025600_512_0171.jpg
2015,5,12,8550,10:40,10:46,10:50,C1.7,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/12/20150512_104148_512_0171.jpg,20150512_104148_512_0171.jpg
2015,5,13,8790,2:51,2:55,2:59,C1.2,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/13/20150513_025712_512_0171.jpg,20150513_025712_512_0171.jpg
2015,5,13,8810,3:46,3:51,4:04,C1.7,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/13/20150513_035724_512_0171.jpg,20150513_035724_512_0171.jpg
2015,5,13,8980,11:04,11:11,11:14,C3.2,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/13/20150513_111136_512_0171.jpg,20150513_111136_512_0171.jpg
2015,5,13,9110,18:09,18:18,18:38,C9.2,2345,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/13/20150513_181213_512_0171.jpg,20150513_181213_512_0171.jpg
2015,5,14,9390,6:52,7:31,7:36,C2.5,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/14/20150514_072648_512_0171.jpg,20150514_072648_512_0171.jpg
2015,5,14,9490,13:58,14:08,14:24,C2.8,2342,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/14/20150514_141100_512_0171.jpg,20150514_141100_512_0171.jpg
2015,5,14,9510,16:17,16:31,16:41,C2.1,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/14/20150514_162648_512_0171.jpg,20150514_162648_512_0171.jpg
2015,5,14,9530,17:45,17:53,17:59,C4.8,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/14/20150514_175648_512_0171.jpg,20150514_175648_512_0171.jpg
2015,5,14,9540,18:59,19:06,19:15,C1.1,2342,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/14/20150514_191100_512_0171.jpg,20150514_191100_512_0171.jpg
2015,5,14,9640,23:48,0:11,0:19,C2.6,2342,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/14/20150514_235712_512_0171.jpg,20150514_235712_512_0171.jpg
2015,5,15,9740,5:22,5:25,5:28,C1.1,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/15/20150515_052637_512_0171.jpg,20150515_052637_512_0171.jpg
2015,5,15,9790,8:38,8:43,8:48,C1.1,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/15/20150515_084136_512_0171.jpg,20150515_084136_512_0171.jpg
2015,5,15,9820,9:05,9:12,9:20,C1.2,2339,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/15/20150515_091136_512_0171.jpg,20150515_091136_512_0171.jpg
2015,5,15,9940,22:18,22:30,22:39,C2.0,2342,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/15/20150515_222712_512_0171.jpg,20150515_222712_512_0171.jpg
2015,5,15,9950,23:22,23:29,23:33,C2.5,,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/15/20150515_232549_512_0171.jpg,20150515_232549_512_0171.jpg
2015,5,17,140,2:08,2:15,2:24,B8.6,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/17/20150517_021112_512_0171.jpg,20150517_021112_512_0171.jpg
2015,5,17,200,19:39,19:43,19:47,B7.9,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/17/20150517_194112_512_0171.jpg,20150517_194112_512_0171.jpg
2015,5,18,220,7:27,7:53,8:08,C1.0,2349,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/18/20150518_075624_512_0171.jpg,20150518_075624_512_0171.jpg
2015,5,18,250,13:11,13:15,13:18,B6.7,2342,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/18/20150518_131148_512_0171.jpg,20150518_131148_512_0171.jpg
2015,5,19,380,11:54,11:59,12:02,C2.3,2351,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/19/20150519_115524_512_0171.jpg,20150519_115524_512_0171.jpg
2015,5,19,390,12:40,12:45,12:49,B7.6,2349,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/19/20150519_124212_512_0171.jpg,20150519_124212_512_0171.jpg
2015,5,20,450,2:49,2:57,3:04,B7.7,2349,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/20/20150520_025612_512_0171.jpg,20150520_025612_512_0171.jpg
2015,5,20,460,3:48,4:04,4:27,C1.3,2351,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/20/20150520_035700_512_0171.jpg,20150520_035700_512_0171.jpg
2015,5,20,480,8:05,8:12,8:19,C1.6,2349,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/20/20150520_081324_512_0171.jpg,20150520_081324_512_0171.jpg
2015,5,20,490,15:02,15:07,15:12,B5.8,2351,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/20/20150520_151124_512_0171.jpg,20150520_151124_512_0171.jpg
2015,5,20,500,16:50,17:02,17:22,B7.1,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/20/20150520_165824_512_0171.jpg,20150520_165824_512_0171.jpg
2015,5,21,520,3:33,3:43,3:52,B6.1,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/21/20150521_034212_512_0171.jpg,20150521_034212_512_0171.jpg
2015,5,21,530,5:22,5:37,5:53,B6.3,2346,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/21/20150521_054148_512_0171.jpg,20150521_054148_512_0171.jpg
2015,5,21,560,6:01,6:11,6:17,B9.8,2346,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/21/20150521_061124_512_0171.jpg,20150521_061124_512_0171.jpg
2015,5,21,570,6:57,7:06,7:17,C1.1,2349,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/21/20150521_071100_512_0171.jpg,20150521_071100_512_0171.jpg
2015,5,21,640,20:39,20:47,20:56,B4.2,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/21/20150521_204148_512_0171.jpg,20150521_204148_512_0171.jpg
2015,5,22,680,16:40,16:45,16:52,B5.4,2352,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/22/20150522_164136_512_0171.jpg,20150522_164136_512_0171.jpg
2015,5,22,700,23:41,23:51,23:57,C2.0,2349,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/22/20150522_235648_512_0171.jpg,20150522_235648_512_0171.jpg
2015,5,23,720,1:15,1:22,1:32,B4.0,2349,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/23/20150523_012612_512_0171.jpg,20150523_012612_512_0171.jpg
2015,5,23,760,13:39,13:43,13:48,B4.9,2349,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/23/20150523_134136_512_0171.jpg,20150523_134136_512_0171.jpg
2015,5,23,780,16:24,16:30,16:33,B3.9,2353,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/23/20150523_162724_512_0171.jpg,20150523_162724_512_0171.jpg
2015,5,23,810,17:30,17:39,17:41,C2.3,2353,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/23/20150523_174000_512_0171.jpg,20150523_174000_512_0171.jpg
2015,5,23,830,23:51,23:56,0:01,B6.4,2349,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/23/20150523_235736_512_0171.jpg,20150523_235736_512_0171.jpg
2015,5,25,880,19:33,19:57,20:12,B7.4,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/25/20150525_195648_512_0171.jpg,20150525_195648_512_0171.jpg
2015,5,26,920,11:44,11:49,12:02,B5.2,2351,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/26/20150526_115600_512_0171.jpg,20150526_115600_512_0171.jpg
2015,5,27,950,7:17,7:22,7:29,B3.9,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/27/20150527_072700_512_0171.jpg,20150527_072700_512_0171.jpg
2015,5,27,960,10:38,10:42,10:47,B4.0,2351,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/27/20150527_104124_512_0171.jpg,20150527_104124_512_0171.jpg
2015,5,27,1000,21:22,21:31,21:37,C1.3,,C,2,/content/drive/MyDrive/Data Skripsi/2015/05/27/20150527_212736_512_0171.jpg,20150527_212736_512_0171.jpg
2015,5,28,1020,1:51,1:56,2:01,B3.4,2351,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/28/20150528_015624_512_0171.jpg,20150528_015624_512_0171.jpg
2015,5,30,1090,6:44,6:57,7:06,B3.6,2356,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/30/20150530_065612_512_0171.jpg,20150530_065612_512_0171.jpg
2015,5,30,1100,21:55,22:03,22:12,B6.5,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/30/20150530_215624_512_0171.jpg,20150530_215624_512_0171.jpg
2015,5,31,1110,8:05,8:11,8:18,B3.9,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/31/20150531_081148_512_0171.jpg,20150531_081148_512_0171.jpg
2015,5,31,1130,8:50,9:00,9:06,B3.7,,B,1,/content/drive/MyDrive/Data Skripsi/2015/05/31/20150531_085700_512_0171.jpg,20150531_085700_512_0171.jpg
2015,6,1,1170,3:33,3:40,3:46,B6.9,,B,1,/content/drive/MyDrive/Data Skripsi/2015/06/01/20150601_034212_512_0171.jpg,20150601_034212_512_0171.jpg
2015,6,2,1210,5:55,5:58,6:02,B4.4,,B,1,/content/drive/MyDrive/Data Skripsi/2015/06/02/20150602_055624_512_0171.jpg,20150602_055624_512_0171.jpg
2015,6,2,1240,6:49,7:02,7:19,C1.9,,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/02/20150602_065624_512_0171.jpg,20150602_065624_512_0171.jpg
2015,6,2,1250,10:12,10:17,10:28,B6.4,2358,B,1,/content/drive/MyDrive/Data Skripsi/2015/06/02/20150602_102724_512_0171.jpg,20150602_102724_512_0171.jpg
2015,6,3,1390,20:41,21:48,21:59,C1.3,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/03/20150603_214224_512_0171.jpg,20150603_214224_512_0171.jpg
2015,6,4,1440,9:36,9:47,9:56,C8.1,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/04/20150604_094112_512_0171.jpg,20150604_094112_512_0171.jpg
2015,6,4,1470,14:43,15:19,15:37,C2.7,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/04/20150604_151148_512_0171.jpg,20150604_151148_512_0171.jpg
2015,6,5,1520,4:42,5:06,5:18,C1.3,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/05/20150605_051136_512_0171.jpg,20150605_051136_512_0171.jpg
2015,6,5,1540,7:00,7:17,7:39,C1.6,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/05/20150605_071112_512_0171.jpg,20150605_071112_512_0171.jpg
2015,6,5,1560,9:25,9:38,9:48,C2.1,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/05/20150605_094200_512_0171.jpg,20150605_094200_512_0171.jpg
2015,6,5,1580,17:24,17:34,17:45,C3.5,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/05/20150605_172724_512_0171.jpg,20150605_172724_512_0171.jpg
2015,6,6,1590,1:01,1:36,1:56,B9.3,2361,B,1,/content/drive/MyDrive/Data Skripsi/2015/06/06/20150606_014100_512_0171.jpg,20150606_014100_512_0171.jpg
2015,6,6,1600,6:40,7:12,7:42,C1.0,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/06/20150606_071148_512_0171.jpg,20150606_071148_512_0171.jpg
2015,6,6,1630,19:13,19:22,19:27,B5.7,2364,B,1,/content/drive/MyDrive/Data Skripsi/2015/06/06/20150606_192612_512_0171.jpg,20150606_192612_512_0171.jpg
2015,6,6,1640,22:26,22:34,22:40,C2.2,2365,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/06/20150606_222700_512_0171.jpg,20150606_222700_512_0171.jpg
2015,6,7,1650,2:10,2:15,2:19,C1.0,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/07/20150607_021148_512_0171.jpg,20150607_021148_512_0171.jpg
2015,6,7,1680,10:23,10:36,10:58,C1.6,2362,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/07/20150607_104124_512_0171.jpg,20150607_104124_512_0171.jpg
2015,6,7,1720,14:36,14:49,15:10,C1.0,2362,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/07/20150607_145624_512_0171.jpg,20150607_145624_512_0171.jpg
2015,6,7,1710,17:49,18:00,18:12,C1.3,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/07/20150607_175624_512_0171.jpg,20150607_175624_512_0171.jpg
2015,6,8,1810,22:55,22:58,23:01,B6.6,2366,B,1,/content/drive/MyDrive/Data Skripsi/2015/06/08/20150608_225648_512_0171.jpg,20150608_225648_512_0171.jpg
2015,6,9,1830,3:40,3:53,4:09,C5.8,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/09/20150609_035700_512_0171.jpg,20150609_035700_512_0171.jpg
2015,6,9,1890,19:55,20:06,20:20,C2.8,2364,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/09/20150609_200944_512_0171.jpg,20150609_200944_512_0171.jpg
2015,6,10,1960,0:10,0:55,1:28,C1.8,2365,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_005624_512_0171.jpg,20150610_005624_512_0171.jpg
2015,6,10,1970,1:31,1:41,1:56,C2.5,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_014200_512_0171.jpg,20150610_014200_512_0171.jpg
2015,6,10,1980,2:14,2:26,2:38,C6.0,,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_022712_512_0171.jpg,20150610_022712_512_0171.jpg
2015,6,10,2050,6:26,6:49,7:19,C1.2,2366,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_064200_512_0171.jpg,20150610_064200_512_0171.jpg
2015,6,10,2090,12:32,13:05,13:23,C3.3,,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_131212_512_0171.jpg,20150610_131212_512_0171.jpg
2015,6,10,2110,16:35,16:52,17:14,C1.2,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_165624_512_0171.jpg,20150610_165624_512_0171.jpg
2015,6,10,2120,18:01,18:08,18:18,C2.2,,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_181124_512_0171.jpg,20150610_181124_512_0171.jpg
2015,6,10,2130,21:24,21:27,21:33,C1.5,2365,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_212724_512_0171.jpg,20150610_212724_512_0171.jpg
2015,6,10,2140,22:08,22:11,22:14,C1.2,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/10/20150610_221200_512_0171.jpg,20150610_221200_512_0171.jpg
2015,6,11,2160,0:59,1:18,1:34,C1.2,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_011148_512_0171.jpg,20150611_011148_512_0171.jpg
2015,6,11,2170,2:31,2:43,2:51,C4.6,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_024236_512_0171.jpg,20150611_024236_512_0171.jpg
2015,6,11,2180,4:55,5:03,5:10,C1.8,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_045612_512_0171.jpg,20150611_045612_512_0171.jpg
2015,6,11,2210,5:48,5:58,6:04,C1.6,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_055700_512_0171.jpg,20150611_055700_512_0171.jpg
2015,6,11,2230,6:13,6:24,6:32,C1.3,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_062648_512_0171.jpg,20150611_062648_512_0171.jpg
2015,6,11,2240,6:45,6:53,6:58,C1.1,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_065648_512_0171.jpg,20150611_065648_512_0171.jpg
2015,6,11,2250,8:28,8:41,8:44,C2.4,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_084148_512_0171.jpg,20150611_084148_512_0171.jpg
2015,6,11,2260,8:49,8:55,8:59,M1.0,2367,M,3,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_085648_512_0171.jpg,20150611_085648_512_0171.jpg
2015,6,11,2290,11:25,11:32,11:50,C3.8,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_112612_512_0171.jpg,20150611_112612_512_0171.jpg
2015,6,11,2300,11:56,12:01,12:04,C4.5,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_115612_512_0171.jpg,20150611_115612_512_0171.jpg
2015,6,11,2400,15:55,15:59,16:04,C1.3,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_155636_512_0171.jpg,20150611_155636_512_0171.jpg
2015,6,11,2420,17:18,17:26,17:30,C4.5,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_172700_512_0171.jpg,20150611_172700_512_0171.jpg
2015,6,11,2430,17:57,18:00,18:03,C1.7,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_175700_512_0171.jpg,20150611_175700_512_0171.jpg
2015,6,11,2440,18:16,18:21,18:29,C1.5,2361,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_182712_512_0171.jpg,20150611_182712_512_0171.jpg
2015,6,11,2460,19:59,20:41,20:48,C3.1,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_204136_512_0171.jpg,20150611_204136_512_0171.jpg
2015,6,11,2480,22:50,23:06,23:12,C1.2,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/11/20150611_231136_512_0171.jpg,20150611_231136_512_0171.jpg
2015,6,12,2530,1:49,2:06,2:14,C4.1,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/12/20150612_021124_512_0171.jpg,20150612_021124_512_0171.jpg
2015,6,12,2570,4:33,4:39,4:48,C1.9,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/12/20150612_044200_512_0171.jpg,20150612_044200_512_0171.jpg
2015,6,12,2690,11:53,11:58,12:03,C2.9,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/12/20150612_115600_512_0171.jpg,20150612_115600_512_0171.jpg
2015,6,12,2730,13:09,13:13,13:16,C1.8,2367,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/12/20150612_131136_512_0171.jpg,20150612_131136_512_0171.jpg
2015,6,12,2770,15:20,15:34,15:37,C3.9,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/12/20150612_152700_512_0171.jpg,20150612_152700_512_0171.jpg
2015,6,12,2880,23:32,23:48,0:01,C8.7,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/12/20150612_234148_512_0171.jpg,20150612_234148_512_0171.jpg
2015,6,13,2910,1:34,1:42,1:49,C3.5,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/13/20150613_014048_512_0171.jpg,20150613_014048_512_0171.jpg
2015,6,13,2940,2:25,2:37,2:43,C5.9,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/13/20150613_024200_512_0171.jpg,20150613_024200_512_0171.jpg
2015,6,13,2990,4:58,5:38,6:01,C3.8,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/13/20150613_054224_512_0171.jpg,20150613_054224_512_0171.jpg
2015,6,13,3000,6:19,6:25,6:31,C4.3,2360,C,2,/content/drive/MyDrive/Data Skripsi/2015/06/13/20150613_062648_512_0171.jpg,20150613_062648_512_0171.jpg
